date, pm25, pm10, o3, no2, so2, co
2021/11/23, , 11, , , , 
2021/11/24, , 21, , , , 
2021/11/25, , 25, , , , 
2021/11/26, , 24, , , , 
2021/11/27, , 10, , , , 
2021/11/28, , 12, , , , 
2021/11/29, , 16, , , , 
2021/11/30, , 6, , , , 
2021/12/1, , 3, , , , 
2021/12/2, , 5, , , , 
2021/12/3, , 12, , , , 
2021/12/4, , 14, , , , 
2021/12/5, , 5, , , , 
2021/12/6, , 17, , , , 
2021/12/7, , 12, , , , 
2021/12/8, , 16, , , , 
2021/12/9, , 25, , , , 
2021/12/10, , 12, , , , 
2021/12/11, , 22, , , , 
2021/12/12, , 13, , , , 
2021/12/13, , 17, , , , 
2021/12/14, , 27, , , , 
2021/12/15, , 27, , , , 
2021/12/16, , 30, , , , 
2021/12/17, , 26, , , , 
2021/12/18, , 20, , , , 
2021/12/19, , 13, , , , 
2021/12/20, , 9, , , , 
2021/12/21, , 22, , , , 
2021/12/22, , 27, , , , 
2021/7/1, , 7, , , , 
2021/7/2, , 12, , , , 
2021/7/3, , 20, , , , 
2021/7/4, , 13, , , , 
2021/7/5, , 8, , , , 
2021/7/6, , 8, , , , 
2021/7/7, , 13, , , , 
2021/7/8, , 17, , , , 
2021/7/9, , 17, , , , 
2021/7/10, , 22, , , , 
2021/7/11, , 8, , , , 
2021/7/12, , 13, , , , 
2021/7/13, , 8, , , , 
2021/7/14, , 11, , , , 
2021/7/15, , 5, , , , 
2021/7/16, , 14, , , , 
2021/7/17, , 24, , , , 
2021/7/18, , 9, , , , 
2021/7/19, , 14, , , , 
2021/7/20, , 21, , , , 
2021/7/21, , 12, , , , 
2021/7/22, , 17, , , , 
2021/7/23, , 21, , , , 
2021/7/24, , 25, , , , 
2021/7/25, , 16, , , , 
2021/7/26, , 10, , , , 
2021/7/27, , 12, , , , 
2021/7/28, , 13, , , , 
2021/7/29, , 9, , , , 
2021/7/30, , 14, , , , 
2021/7/31, , 13, , , , 
2021/8/1, , 8, , , , 
2021/8/2, , 7, , , , 
2021/8/3, , 11, , , , 
2021/8/4, , 8, , , , 
2021/8/5, , 11, , , , 
2021/8/6, , 5, , , , 
2021/8/7, , 8, , , , 
2021/8/8, , 10, , , , 
2021/8/9, , 8, , , , 
2021/8/10, , 8, , , , 
2021/8/11, , 13, , , , 
2021/8/12, , 16, , , , 
2021/8/13, , 24, , , , 
2021/8/14, , 14, , , , 
2021/8/15, , 13, , , , 
2021/8/16, , 5, , , , 
2021/8/17, , 13, , , , 
2021/8/18, , 11, , , , 
2021/8/19, , 3, , , , 
2021/8/20, , 8, , , , 
2021/8/21, , 11, , , , 
2021/8/22, , 14, , , , 
2021/8/23, , 9, , , , 
2021/8/24, , 12, , , , 
2021/8/25, , 13, , , , 
2021/8/26, , 15, , , , 
2021/8/27, , 12, , , , 
2021/8/28, , 11, , , , 
2021/8/29, , 8, , , , 
2021/8/30, , 11, , , , 
2021/8/31, , 14, , , , 
2021/9/1, , 18, , , , 
2021/9/2, , 16, , , , 
2021/9/3, , 16, , , , 
2021/9/4, , 22, , , , 
2021/9/5, , 23, , , , 
2021/9/6, , 22, , , , 
2021/9/7, , 26, , , , 
2021/9/8, , 24, , , , 
2021/9/9, , 30, , , , 
2021/9/10, , 18, , , , 
2021/9/11, , 15, , , , 
2021/9/12, , 10, , , , 
2021/9/13, , 12, , , , 
2021/9/14, , 18, , , , 
2021/9/15, , 21, , , , 
2021/9/16, , 15, , , , 
2021/9/17, , 15, , , , 
2021/9/18, , 18, , , , 
2021/9/19, , 8, , , , 
2021/9/20, , 11, , , , 
2021/9/21, , 10, , , , 
2021/9/22, , 17, , , , 
2021/9/23, , 16, , , , 
2021/9/24, , 9, , , , 
2021/9/25, , 11, , , , 
2021/9/26, , 26, , , , 
2021/9/27, , 21, , , , 
2021/9/28, , 7, , , , 
2021/9/29, , 16, , , , 
2021/9/30, , 8, , , , 
2021/4/1, , 42, , , , 
2021/4/2, , 18, , , , 
2021/4/3, , 9, , , , 
2021/4/4, , 16, , , , 
2021/4/5, , 27, , , , 
2021/4/6, , 5, , , , 
2021/4/7, , 5, , , , 
2021/4/8, , 11, , , , 
2021/4/9, , 20, , , , 
2021/4/10, , 10, , , , 
2021/4/11, , 22, , , , 
2021/4/12, , 10, , , , 
2021/4/13, , 15, , , , 
2021/4/14, , 7, , , , 
2021/4/15, , 10, , , , 
2021/4/16, , 4, , , , 
2021/4/17, , 9, , , , 
2021/4/18, , 17, , , , 
2021/4/19, , 30, , , , 
2021/4/20, , 12, , , , 
2021/4/21, , 17, , , , 
2021/4/22, , 18, , , , 
2021/4/23, , 14, , , , 
2021/4/24, , 17, , , , 
2021/4/25, , 6, , , , 
2021/4/26, , 3, , , , 
2021/4/27, , 2, , , , 
2021/4/28, , 13, , , , 
2021/4/29, , 11, , , , 
2021/4/30, , 18, , , , 
2021/5/1, , 27, , , , 
2021/5/2, , 12, , , , 
2021/5/3, , 10, , , , 
2021/5/4, , 5, , , , 
2021/5/5, , 5, , , , 
2021/5/6, , 6, , , , 
2021/5/7, , 10, , , , 
2021/5/8, , 11, , , , 
2021/5/9, , 10, , , , 
2021/5/10, , 5, , , , 
2021/5/11, , 7, , , , 
2021/5/12, , 6, , , , 
2021/5/13, , 20, , , , 
2021/5/14, , 4, , , , 
2021/5/15, , 5, , , , 
2021/5/16, , 8, , , , 
2021/5/17, , 7, , , , 
2021/5/18, , 7, , , , 
2021/5/19, , 8, , , , 
2021/5/20, , 7, , , , 
2021/5/21, , 1, , , , 
2021/5/26, , 1, , , , 
2021/5/27, , 1, , , , 
2021/5/28, , 8, , , , 
2021/5/29, , 3, , , , 
2021/5/30, , 6, , , , 
2021/5/31, , 4, , , , 
2021/6/1, , 2, , , , 
2021/6/2, , 5, , , , 
2021/6/4, , 13, , , , 
2021/6/5, , 13, , , , 
2021/6/6, , 28, , , , 
2021/6/7, , 12, , , , 
2021/6/8, , 19, , , , 
2021/6/9, , 16, , , , 
2021/6/10, , 29, , , , 
2021/6/11, , 20, , , , 
2021/6/12, , 17, , , , 
2021/6/13, , 17, , , , 
2021/6/14, , 13, , , , 
2021/6/15, , 18, , , , 
2021/6/16, , 27, , , , 
2021/6/17, , 25, , , , 
2021/6/18, , 31, , , , 
2021/6/19, , 22, , , , 
2021/6/20, , 26, , , , 
2021/6/21, , 19, , , , 
2021/6/22, , 10, , , , 
2021/6/23, , 12, , , , 
2021/6/24, , 17, , , , 
2021/6/25, , 24, , , , 
2021/6/26, , 13, , , , 
2021/6/27, , 10, , , , 
2021/6/28, , 15, , , , 
2021/6/29, , 11, , , , 
2021/6/30, , 11, , , , 
2021/1/4, , 12, , , , 
2021/1/5, , 15, , , , 
2021/1/6, , 9, , , , 
2021/1/7, , 18, , , , 
2021/1/8, , 10, , , , 
2021/1/9, , 15, , , , 
2021/1/10, , 16, , , , 
2021/1/11, , 27, , , , 
2021/1/12, , 16, , , , 
2021/1/13, , 10, , , , 
2021/1/14, , 15, , , , 
2021/1/15, , 17, , , , 
2021/1/16, , 15, , , , 
2021/1/17, , 29, , , , 
2021/1/18, , 19, , , , 
2021/1/19, , 12, , , , 
2021/1/20, , 17, , , , 
2021/1/21, , 11, , , , 
2021/1/22, , 5, , , , 
2021/1/23, , 20, , , , 
2021/1/24, , 8, , , , 
2021/1/25, , 17, , , , 
2021/1/26, , 13, , , , 
2021/1/27, , 15, , , , 
2021/1/28, , 12, , , , 
2021/1/29, , 2, , , , 
2021/1/30, , 7, , , , 
2021/1/31, , 12, , , , 
2021/2/1, , 19, , , , 
2021/2/2, , 13, , , , 
2021/2/3, , 17, , , , 
2021/2/4, , 5, , , , 
2021/2/5, , 23, , , , 
2021/2/6, , 23, , , , 
2021/2/7, , 15, , , , 
2021/2/8, , 20, , , , 
2021/2/9, , 25, , , , 
2021/2/10, , 23, , , , 
2021/2/11, , 19, , , , 
2021/2/12, , 13, , , , 
2021/2/13, , 14, , , , 
2021/2/14, , 13, , , , 
2021/2/15, , 17, , , , 
2021/2/16, , 41, , , , 
2021/2/17, , 27, , , , 
2021/2/18, , 30, , , , 
2021/2/19, , 22, , , , 
2021/2/20, , 34, , , , 
2021/2/21, , 44, , , , 
2021/2/22, , 48, , , , 
2021/2/23, , 47, , , , 
2021/2/24, , 49, , , , 
2021/2/25, , 65, , , , 
2021/2/26, , 57, , , , 
2021/2/27, , 23, , , , 
2021/2/28, , 14, , , , 
2021/3/1, , 24, , , , 
2021/3/2, , 23, , , , 
2021/3/3, , 49, , , , 
2021/3/4, , 54, , , , 
2021/3/5, , 13, , , , 
2021/3/6, , 11, , , , 
2021/3/7, , 23, , , , 
2021/3/8, , 24, , , , 
2021/3/9, , 34, , , , 
2021/3/10, , 26, , , , 
2021/3/11, , 13, , , , 
2021/3/12, , 5, , , , 
2021/3/13, , 4, , , , 
2021/3/14, , 6, , , , 
2021/3/15, , 7, , , , 
2021/3/16, , 11, , , , 
2021/3/17, , 14, , , , 
2021/3/18, , 15, , , , 
2021/3/19, , 16, , , , 
2021/3/20, , 6, , , , 
2021/3/21, , 10, , , , 
2021/3/22, , 18, , , , 
2021/3/23, , 25, , , , 
2021/3/24, , 35, , , , 
2021/3/25, , 39, , , , 
2021/3/26, , 22, , , , 
2021/3/27, , 3, , , , 
2021/3/28, , 9, , , , 
2021/3/29, , 13, , , , 
2021/3/30, , 22, , , , 
2021/3/31, , 30, , , , 
2020/10/1, , 25, , , , 
2020/10/2, , 15, , , , 
2020/10/3, , 12, , , , 
2020/10/4, , 7, , , , 
2020/10/5, , 6, , , , 
2020/10/6, , 8, , , , 
2020/10/7, , 7, , , , 
2020/10/8, , 13, , , , 
2020/10/9, , 16, , , , 
2020/10/10, , 9, , , , 
2020/10/11, , 10, , , , 
2020/10/12, , 12, , , , 
2020/10/13, , 19, , , , 
2020/10/14, , 12, , , , 
2020/10/15, , 7, , , , 
2020/10/16, , 7, , , , 
2020/10/17, , 11, , , , 
2020/10/18, , 28, , , , 
2020/10/19, , 29, , , , 
2020/10/20, , 22, , , , 
2020/10/21, , 29, , , , 
2020/10/22, , 31, , , , 
2020/10/23, , 36, , , , 
2020/10/24, , 18, , , , 
2020/10/25, , 7, , , , 
2020/10/26, , 10, , , , 
2020/10/27, , 11, , , , 
2020/10/28, , 9, , , , 
2020/10/29, , 10, , , , 
2020/10/30, , 10, , , , 
2020/10/31, , 12, , , , 
2020/11/1, , 21, , , , 
2020/11/2, , 7, , , , 
2020/11/3, , 16, , , , 
2020/11/4, , 16, , , , 
2020/11/5, , 23, , , , 
2020/11/6, , 25, , , , 
2020/11/7, , 24, , , , 
2020/11/8, , 38, , , , 
2020/11/9, , 42, , , , 
2020/11/10, , 42, , , , 
2020/11/11, , 27, , , , 
2020/11/12, , 23, , , , 
2020/11/13, , 26, , , , 
2020/11/14, , 27, , , , 
2020/11/15, , 28, , , , 
2020/11/16, , 11, , , , 
2020/11/17, , 15, , , , 
2020/11/18, , 17, , , , 
2020/11/19, , 23, , , , 
2020/11/20, , 16, , , , 
2020/11/21, , 24, , , , 
2020/11/22, , 25, , , , 
2020/11/23, , 33, , , , 
2020/11/24, , 31, , , , 
2020/11/25, , 23, , , , 
2020/11/26, , 34, , , , 
2020/11/27, , 27, , , , 
2020/11/28, , 25, , , , 
2020/11/29, , 20, , , , 
2020/11/30, , 30, , , , 
2020/12/1, , 31, , , , 
2020/12/2, , 29, , , , 
2020/12/3, , 22, , , , 
2020/12/4, , 11, , , , 
2020/12/5, , 28, , , , 
2020/12/6, , 18, , , , 
2020/12/7, , 13, , , , 
2020/12/8, , 22, , , , 
2020/12/9, , 29, , , , 
2020/12/10, , 21, , , , 
2020/12/11, , 22, , , , 
2020/12/12, , 25, , , , 
2020/12/13, , 23, , , , 
2020/12/14, , 12, , , , 
2020/12/15, , 26, , , , 
2020/12/16, , 29, , , , 
2020/12/17, , 27, , , , 
2020/12/18, , 30, , , , 
2020/12/19, , 24, , , , 
2020/12/20, , 22, , , , 
2020/12/21, , 23, , , , 
2020/12/22, , 8, , , , 
2020/12/23, , 3, , , , 
2020/12/24, , 5, , , , 
2020/12/25, , 8, , , , 
2020/12/26, , 17, , , , 
2020/12/27, , 8, , , , 
2020/12/28, , 4, , , , 
2020/12/29, , 7, , , , 
2020/12/30, , 10, , , , 
2020/12/31, , 14, , , , 
2021/1/1, , 20, , , , 
2021/1/2, , 22, , , , 
2021/1/3, , 12, , , , 
2020/7/1, , 10, , , , 
2020/7/2, , 10, , , , 
2020/7/3, , 11, , , , 
2020/7/4, , 10, , , , 
2020/7/5, , 10, , , , 
2020/7/6, , 10, , , , 
2020/7/7, , 12, , , , 
2020/7/8, , 15, , , , 
2020/7/9, , 11, , , , 
2020/7/10, , 14, , , , 
2020/7/11, , 10, , , , 
2020/7/12, , 11, , , , 
2020/7/13, , 10, , , , 
2020/7/14, , 20, , , , 
2020/7/15, , 21, , , , 
2020/7/16, , 15, , , , 
2020/7/17, , 11, , , , 
2020/7/18, , 13, , , , 
2020/7/19, , 22, , , , 
2020/7/20, , 20, , , , 
2020/7/21, , 14, , , , 
2020/7/22, , 15, , , , 
2020/7/23, , 15, , , , 
2020/7/24, , 17, , , , 
2020/7/25, , 15, , , , 
2020/7/26, , 14, , , , 
2020/7/27, , 10, , , , 
2020/7/28, , 13, , , , 
2020/7/29, , 15, , , , 
2020/7/30, , 19, , , , 
2020/7/31, , 22, , , , 
2020/8/1, , 24, , , , 
2020/8/2, , 20, , , , 
2020/8/3, , 14, , , , 
2020/8/4, , 14, , , , 
2020/8/5, , 21, , , , 
2020/8/6, , 19, , , , 
2020/8/7, , 22, , , , 
2020/8/8, , 30, , , , 
2020/8/9, , 31, , , , 
2020/8/10, , 36, , , , 
2020/8/11, , 32, , , , 
2020/8/12, , 24, , , , 
2020/8/13, , 24, , , , 
2020/8/14, , 23, , , , 
2020/8/15, , 20, , , , 
2020/8/16, , 15, , , , 
2020/8/17, , 12, , , , 
2020/8/18, , 10, , , , 
2020/8/19, , 12, , , , 
2020/8/20, , 12, , , , 
2020/8/21, , 15, , , , 
2020/8/22, , 15, , , , 
2020/8/23, , 11, , , , 
2020/8/24, , 8, , , , 
2020/8/25, , 11, , , , 
2020/8/26, , 14, , , , 
2020/8/27, , 14, , , , 
2020/8/28, , 7, , , , 
2020/8/29, , 7, , , , 
2020/8/30, , 8, , , , 
2020/8/31, , 14, , , , 
2020/9/1, , 12, , , , 
2020/9/2, , 5, , , , 
2020/9/3, , 12, , , , 
2020/9/4, , 17, , , , 
2020/9/5, , 19, , , , 
2020/9/6, , 9, , , , 
2020/9/7, , 13, , , , 
2020/9/8, , 16, , , , 
2020/9/9, , 13, , , , 
2020/9/10, , 6, , , , 
2020/9/11, , 16, , , , 
2020/9/12, , 20, , , , 
2020/9/13, , 18, , , , 
2020/9/14, , 22, , , , 
2020/9/15, , 30, , , , 
2020/9/16, , 38, , , , 
2020/9/17, , 22, , , , 
2020/9/18, , 7, , , , 
2020/9/19, , 9, , , , 
2020/9/20, , 22, , , , 
2020/9/21, , 20, , , , 
2020/9/22, , 17, , , , 
2020/9/23, , 30, , , , 
2020/9/24, , 12, , , , 
2020/9/25, , 11, , , , 
2020/9/26, , 6, , , , 
2020/9/27, , 6, , , , 
2020/9/28, , 11, , , , 
2020/9/29, , 12, , , , 
2020/9/30, , 22, , , , 
2020/4/1, , 13, , , , 
2020/4/2, , 27, , , , 
2020/4/3, , 27, , , , 
2020/4/4, , 20, , , , 
2020/4/5, , 24, , , , 
2020/4/6, , 23, , , , 
2020/4/7, , 22, , , , 
2020/4/8, , 26, , , , 
2020/4/9, , 36, , , , 
2020/4/10, , 18, , , , 
2020/4/11, , 8, , , , 
2020/4/12, , 19, , , , 
2020/4/13, , 23, , , , 
2020/4/14, , 15, , , , 
2020/4/15, , 34, , , , 
2020/4/16, , 29, , , , 
2020/4/17, , 29, , , , 
2020/4/18, , 33, , , , 
2020/4/19, , 38, , , , 
2020/4/20, , 8, , , , 
2020/4/21, , 11, , , , 
2020/4/22, , 18, , , , 
2020/4/23, , 16, , , , 
2020/4/24, , 28, , , , 
2020/4/25, , 28, , , , 
2020/4/26, , 13, , , , 
2020/4/27, , 16, , , , 
2020/4/28, , 26, , , , 
2020/4/29, , 12, , , , 
2020/4/30, , 8, , , , 
2020/5/1, , 7, , , , 
2020/5/2, , 7, , , , 
2020/5/3, , 9, , , , 
2020/5/4, , 14, , , , 
2020/5/5, , 16, , , , 
2020/5/6, , 6, , , , 
2020/5/7, , 14, , , , 
2020/5/8, , 18, , , , 
2020/5/9, , 29, , , , 
2020/5/10, , 26, , , , 
2020/5/11, , 12, , , , 
2020/5/12, , 10, , , , 
2020/5/13, , 18, , , , 
2020/5/14, , 15, , , , 
2020/5/15, , 8, , , , 
2020/5/16, , 6, , , , 
2020/5/17, , 13, , , , 
2020/5/18, , 8, , , , 
2020/5/19, , 18, , , , 
2020/5/20, , 22, , , , 
2020/5/21, , 12, , , , 
2020/5/22, , 27, , , , 
2020/5/23, , 13, , , , 
2020/5/24, , 9, , , , 
2020/5/25, , 13, , , , 
2020/5/26, , 13, , , , 
2020/5/27, , 14, , , , 
2020/5/28, , 15, , , , 
2020/5/29, , 11, , , , 
2020/5/30, , 10, , , , 
2020/5/31, , 7, , , , 
2020/6/1, , 7, , , , 
2020/6/2, , 13, , , , 
2020/6/3, , 24, , , , 
2020/6/4, , 27, , , , 
2020/6/5, , 14, , , , 
2020/6/6, , 8, , , , 
2020/6/7, , 9, , , , 
2020/6/8, , 11, , , , 
2020/6/9, , 17, , , , 
2020/6/10, , 18, , , , 
2020/6/11, , 13, , , , 
2020/6/12, , 14, , , , 
2020/6/13, , 5, , , , 
2020/6/14, , 9, , , , 
2020/6/15, , 13, , , , 
2020/6/16, , 21, , , , 
2020/6/17, , 17, , , , 
2020/6/18, , 10, , , , 
2020/6/19, , 4, , , , 
2020/6/20, , 5, , , , 
2020/6/21, , 7, , , , 
2020/6/22, , 5, , , , 
2020/6/23, , 13, , , , 
2020/6/24, , 3, , , , 
2020/6/25, , 4, , , , 
2020/6/26, , 10, , , , 
2020/6/27, , 18, , , , 
2020/6/28, , 5, , , , 
2020/6/29, , 9, , , , 
2020/6/30, , 6, , , , 
2020/1/1, , 73, , , , 
2020/1/2, , 41, , , , 
2020/1/3, , 28, , , , 
2020/1/4, , 10, , , , 
2020/1/5, , 15, , , , 
2020/1/6, , 22, , , , 
2020/1/7, , 18, , , , 
2020/1/8, , 19, , , , 
2020/1/9, , 18, , , , 
2020/1/10, , 10, , , , 
2020/1/11, , 15, , , , 
2020/1/12, , 22, , , , 
2020/1/13, , 16, , , , 
2020/1/14, , 17, , , , 
2020/1/15, , 13, , , , 
2020/1/16, , 20, , , , 
2020/1/17, , 46, , , , 
2020/1/18, , 19, , , , 
2020/1/19, , 17, , , , 
2020/1/20, , 17, , , , 
2020/1/21, , 24, , , , 
2020/1/22, , 43, , , , 
2020/1/23, , 43, , , , 
2020/1/24, , 38, , , , 
2020/1/25, , 35, , , , 
2020/1/26, , 27, , , , 
2020/1/27, , 27, , , , 
2020/1/28, , 3, , , , 
2020/1/29, , 8, , , , 
2020/1/30, , 18, , , , 
2020/1/31, , 6, , , , 
2020/2/1, , 1, , , , 
2020/2/2, , 11, , , , 
2020/2/3, , 5, , , , 
2020/2/4, , 10, , , , 
2020/2/5, , 14, , , , 
2020/2/6, , 32, , , , 
2020/2/7, , 38, , , , 
2020/2/8, , 42, , , , 
2020/2/9, , 42, , , , 
2020/2/10, , 4, , , , 
2020/2/11, , 8, , , , 
2020/2/12, , 11, , , , 
2020/2/13, , 17, , , , 
2020/2/14, , 7, , , , 
2020/2/15, , 29, , , , 
2020/2/16, , 9, , , , 
2020/2/17, , 4, , , , 
2020/2/18, , 10, , , , 
2020/2/19, , 11, , , , 
2020/2/20, , 14, , , , 
2020/2/21, , 9, , , , 
2020/2/22, , 17, , , , 
2020/2/23, , 8, , , , 
2020/2/24, , 8, , , , 
2020/2/25, , 1, , , , 
2020/2/26, , 5, , , , 
2020/2/27, , 12, , , , 
2020/2/28, , 11, , , , 
2020/2/29, , 15, , , , 
2020/3/1, , 5, , , , 
2020/3/2, , 8, , , , 
2020/3/3, , 13, , , , 
2020/3/4, , 15, , , , 
2020/3/5, , 20, , , , 
2020/3/6, , 11, , , , 
2020/3/7, , 18, , , , 
2020/3/8, , 15, , , , 
2020/3/9, , 3, , , , 
2020/3/10, , 7, , , , 
2020/3/11, , 1, , , , 
2020/3/12, , 5, , , , 
2020/3/13, , 13, , , , 
2020/3/14, , 17, , , , 
2020/3/15, , 15, , , , 
2020/3/16, , 22, , , , 
2020/3/17, , 40, , , , 
2020/3/18, , 35, , , , 
2020/3/19, , 25, , , , 
2020/3/20, , 32, , , , 
2020/3/21, , 17, , , , 
2020/3/22, , 7, , , , 
2020/3/23, , 8, , , , 
2020/3/24, , 14, , , , 
2020/3/25, , 18, , , , 
2020/3/26, , 20, , , , 
2020/3/27, , 30, , , , 
2020/3/28, , 52, , , , 
2020/3/29, , 40, , , , 
2019/10/1, , 13, , , , 
2019/10/2, , 10, , , , 
2019/10/3, , 11, , , , 
2019/10/4, , 14, , , , 
2019/10/5, , 7, , , , 
2019/10/6, , 13, , , , 
2019/10/7, , 13, , , , 
2019/10/8, , 12, , , , 
2019/10/9, , 11, , , , 
2019/10/10, , 9, , , , 
2019/10/11, , 19, , , , 
2019/10/12, , 23, , , , 
2019/10/13, , 26, , , , 
2019/10/14, , 32, , , , 
2019/10/15, , 31, , , , 
2019/10/16, , 14, , , , 
2019/10/17, , 12, , , , 
2019/10/18, , 17, , , , 
2019/10/19, , 15, , , , 
2019/10/20, , 13, , , , 
2019/10/21, , 19, , , , 
2019/10/22, , 13, , , , 
2019/10/23, , 33, , , , 
2019/10/24, , 31, , , , 
2019/10/25, , 17, , , , 
2019/10/26, , 28, , , , 
2019/10/27, , 24, , , , 
2019/10/28, , 24, , , , 
2019/10/29, , 18, , , , 
2019/10/30, , 15, , , , 
2019/10/31, , 18, , , , 
2019/11/1, , 33, , , , 
2019/11/2, , 9, , , , 
2019/11/3, , 5, , , , 
2019/11/4, , 9, , , , 
2019/11/5, , 11, , , , 
2019/11/6, , 18, , , , 
2019/11/7, , 13, , , , 
2019/11/8, , 19, , , , 
2019/11/9, , 15, , , , 
2019/11/10, , 38, , , , 
2019/11/11, , 24, , , , 
2019/11/12, , 14, , , , 
2019/11/13, , 14, , , , 
2019/11/14, , 13, , , , 
2019/11/15, , 16, , , , 
2019/11/16, , 29, , , , 
2019/11/17, , 38, , , , 
2019/11/18, , 8, , , , 
2019/11/19, , 10, , , , 
2019/11/20, , 28, , , , 
2019/11/21, , 30, , , , 
2019/11/22, , 47, , , , 
2019/11/23, , 15, , , , 
2019/11/24, , 24, , , , 
2019/11/25, , 48, , , , 
2019/11/26, , 42, , , , 
2019/11/27, , 18, , , , 
2019/11/28, , 1, , , , 
2019/11/29, , 12, , , , 
2019/11/30, , 24, , , , 
2019/12/1, , 20, , , , 
2019/12/2, , 15, , , , 
2019/12/3, , 33, , , , 
2019/12/4, , 31, , , , 
2019/12/5, , 34, , , , 
2019/12/6, , 33, , , , 
2019/12/7, , 10, , , , 
2019/12/8, , 3, , , , 
2019/12/9, , 3, , , , 
2019/12/10, , 20, , , , 
2019/12/11, , 23, , , , 
2019/12/12, , 19, , , , 
2019/12/13, , 10, , , , 
2019/12/14, , 5, , , , 
2019/12/15, , 6, , , , 
2019/12/16, , 24, , , , 
2019/12/17, , 33, , , , 
2019/12/18, , 26, , , , 
2019/12/19, , 39, , , , 
2019/12/20, , 32, , , , 
2019/12/21, , 22, , , , 
2019/12/22, , 11, , , , 
2019/12/23, , 5, , , , 
2019/12/24, , 14, , , , 
2019/12/25, , 8, , , , 
2019/12/26, , 15, , , , 
2019/12/27, , 20, , , , 
2019/12/28, , 12, , , , 
2019/12/29, , 17, , , , 
2019/7/1, , 16, , , , 
2019/7/2, , 17, , , , 
2019/7/3, , 22, , , , 
2019/7/4, , 20, , , , 
2019/7/5, , 19, , , , 
2019/7/6, , 18, , , , 
2019/7/7, , 18, , , , 
2019/7/8, , 12, , , , 
2019/7/9, , 13, , , , 
2019/7/10, , 15, , , , 
2019/7/11, , 24, , , , 
2019/7/12, , 22, , , , 
2019/7/13, , 16, , , , 
2019/7/14, , 10, , , , 
2019/7/15, , 14, , , , 
2019/7/16, , 20, , , , 
2019/7/17, , 19, , , , 
2019/7/18, , 17, , , , 
2019/7/19, , 19, , , , 
2019/7/20, , 18, , , , 
2019/7/21, , 14, , , , 
2019/7/22, , 18, , , , 
2019/7/23, , 23, , , , 
2019/7/24, , 27, , , , 
2019/7/25, , 32, , , , 
2019/7/26, , 34, , , , 
2019/7/27, , 30, , , , 
2019/7/28, , 16, , , , 
2019/7/29, , 15, , , , 
2019/7/30, , 21, , , , 
2019/7/31, , 14, , , , 
2019/8/1, , 15, , , , 
2019/8/2, , 21, , , , 
2019/8/3, , 15, , , , 
2019/8/4, , 17, , , , 
2019/8/5, , 19, , , , 
2019/8/6, , 20, , , , 
2019/8/7, , 13, , , , 
2019/8/8, , 15, , , , 
2019/8/9, , 24, , , , 
2019/8/10, , 13, , , , 
2019/8/11, , 17, , , , 
2019/8/12, , 13, , , , 
2019/8/13, , 10, , , , 
2019/8/14, , 11, , , , 
2019/8/15, , 13, , , , 
2019/8/16, , 12, , , , 
2019/8/17, , 19, , , , 
2019/8/18, , 9, , , , 
2019/8/19, , 10, , , , 
2019/8/20, , 15, , , , 
2019/8/21, , 18, , , , 
2019/8/22, , 21, , , , 
2019/8/23, , 24, , , , 
2019/8/24, , 24, , , , 
2019/8/25, , 29, , , , 
2019/8/26, , 34, , , , 
2019/8/27, , 36, , , , 
2019/8/28, , 17, , , , 
2019/8/29, , 34, , , , 
2019/8/30, , 24, , , , 
2019/8/31, , 20, , , , 
2019/9/1, , 15, , , , 
2019/9/2, , 10, , , , 
2019/9/3, , 13, , , , 
2019/9/4, , 13, , , , 
2019/9/5, , 11, , , , 
2019/9/6, , 14, , , , 
2019/9/7, , 21, , , , 
2019/9/8, , 15, , , , 
2019/9/9, , 14, , , , 
2019/9/10, , 17, , , , 
2019/9/11, , 13, , , , 
2019/9/12, , 13, , , , 
2019/9/13, , 18, , , , 
2019/9/14, , 13, , , , 
2019/9/15, , 17, , , , 
2019/9/16, , 21, , , , 
2019/9/17, , 14, , , , 
2019/9/18, , 18, , , , 
2019/9/19, , 16, , , , 
2019/9/20, , 20, , , , 
2019/9/21, , 20, , , , 
2019/9/22, , 23, , , , 
2019/9/23, , 16, , , , 
2019/9/24, , 19, , , , 
2019/9/25, , 12, , , , 
2019/9/26, , 11, , , , 
2019/9/27, , 15, , , , 
2019/9/28, , 12, , , , 
2019/9/29, , 11, , , , 
2019/9/30, , 7, , , , 
2019/6/14, , 16, , , , 
2019/6/15, , 12, , , , 
2019/6/16, , 13, , , , 
2019/6/17, , 21, , , , 
2019/6/18, , 25, , , , 
2019/6/19, , 14, , , , 
2019/6/20, , 12, , , , 
2019/6/21, , 16, , , , 
2019/6/22, , 19, , , , 
2019/6/23, , 19, , , , 
2019/6/24, , 23, , , , 
2019/6/25, , 40, , , , 
2019/6/26, , 20, , , , 
2019/6/27, , 16, , , , 
2019/6/28, , 16, , , , 
2019/6/29, , 28, , , , 
2019/6/30, , 29, , , , 
2019/3/16, , 5, , 14, , 
2018/8/26, , 13, 22, 17, , 
2018/5/10, , 19, , 21, , 
2018/6/6, , 25, 47, 25, , 
2018/6/10, , 27, 35, 23, , 
2017/12/31, , 17, , 10, , 
2017/9/10, , 9, 23, 14, , 
2017/5/7, , 24, 24, 18, , 
2016/4/7, , 13, 30, 25, , 
2016/4/16, , 13, 32, 36, , 
